Catagery	Object_int_name	Object_Ext_name	Field_int_name	Field_ext_name	Field_type	Geom_type	Join_type	Relation	Is_Enum	Enum_values	Data_type	Mandatory	Field Size
Equipment	eo_service_point	Service Point	circuit_and_section_boundary	Circuit/Section Boundary	dd_join_field	No	Circuit	M:N	No		NA	No	20
Equipment	eo_service_point	Service Point	feeding_section	Feeding Section	dd_join_field	No	Circuit Section	M:N	No		NA	No	20
Equipment	eo_service_point	Service Point	tp_work_order_id	Work Order ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	64
Equipment	eo_service_point	Service Point	tp_sub_division_name	Sub Division Name	dd_phys_field	No	No	No	Yes	,,Aska,Balimela,Balliguda,Belaguntha,Bhanjanagar-i,Bhanjanagar-ii,Bijipur,Bijipur-Industrial,Bissam Cuttack,Boriguma,Boudh,Buguda,Chatrapur,Chikiti,Digapahandi,G UDAYAGIRI,Gopalpur,Gumuda,Gunupur,Hinjilicut,Jeypore Sdo-i,Jeypore Sdo-ii,K S Nagar,Kanisi,Kasinagar,Khallikote,Kodala,Koraput,Laxmipur,Malkangiri,Manamunda,Mohana,Nawarangpur,Nuagaon,P S Pur,Papadahandi,Parlakhemundi,Phulbani,Polasara,R.udayagiri,Rambha,Rayagada,Sheragada,Soroda,Sub.div.no-2,Sub.division No-1,Sub.division No-2,Sub.division No-3,Sunabeda,Theruballi,Umarkot,Unknown,Uppalada	NA	No	10
Equipment	eo_service_point	Service Point	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Equipment	eo_service_point	Service Point	tp_feeder_name	Feeder Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	64
Equipment	eo_service_point	Service Point	critical_customers	Critical Customers	dd_derived_field	No	No	No	Yes	,,No,Unknown,Yes	NA	No	10
Equipment	eo_service_point	Service Point	alias	Alias	dd_phys_field	No	No	No	No		ds_char16_vector	No	64
Equipment	eo_service_point	Service Point	tp_data_updated_by_in_gis	Data Updated By in GIS	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_point	Service Point	tp_cyme_substation_code	CYME Substation Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_point	Service Point	location	Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_service_point	Service Point	tp_division_name	Division Name	dd_phys_field	No	No	No	Yes	,,Aska-i,Aska-ii,Bed-2,Berhampur-i,Berhampur-iii,Bhanja Nagar,Boudh,Digapahandi,Ganjam North,Ganjam South,Gunupur,Hinjilicut,Jeypore,Koraput,Malkangiri,Nawarangpur,Parlakshemundi,Phulbani,Purusottampur,Raygada,Unknown	NA	No	10
Equipment	eo_service_point	Service Point	leader_line	Leader Line	dd_geom_field	simple_chain	No	No	No		NA	No	10
Equipment	eo_service_point	Service Point	tp_pin_code	Pin Code	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_service_point	Service Point	annotation_hv	HV Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_service_point	Service Point	tp_scada_control_id	SCADA Control ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_point	Service Point	tp_date_of_crtn_in_gis	Date of Creation in GIS	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_service_point	Service Point	remarks_annotation	Remarks Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_service_connection	Service Connection	tp_circle_name	Circle Name	dd_phys_field	No	No	No	Yes	,,Aska,Berhampur,Bhanjanagar,City,City Circle,Jeypore,Rayagada,Raygada,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	cis_profile_class	Profile Class	dd_derived_field	No	No	No	Yes	,,Commercial Type 1,Commercial Type 2,Industrial,Other,Residential Type 1,Residential Type 2,Residential Type 3,Residential Type 4,Traffic Signal,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_owner_name	Owner Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	120
Equipment	eo_service_connection	Service Connection	tp_serial_number	Meter Serial No	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_locality	Locality	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_date_of_data_collection	Date of Data collection	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_customer_name	Customer Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_flat_no	Flat No	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_service_connection	Service Connection	tp_road_name	Road Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_sub_division_code	Sub Division Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_sap_functional_location	SAP Functional Location	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_payment_due	Payment Due (Rs.)	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_service_connection	Service Connection	tp_phase_connection	Phase Connection	dd_phys_field	No	No	No	Yes	,,A,AB,ABC,ABCN,ABCNE,ABN,ABNE,AC,ACB,ACBN,ACN,ACNE,AN,ANE,B,BA,BAC,BACN,BAN,BC,BCA,BCAN,BCN,BCNE,BN,BNE,BR,C,CA,CAB,CABN,CAN,CB,CBA,CBAN,CBN,CN,CNE,Earth,Neutral,Neutral-Earth,Not Applicable,R,RB,RY,RYB,RYBN,Static,Unknown,Y,YB	NA	Yes	10
Equipment	eo_service_connection	Service Connection	tp_owner_type	Owner Type	dd_phys_field	No	No	No	Yes	,,Company Owned,Customer,Customer Owned,Electric Utility-TPSODL,Foreign Owned,Other Utility Owned,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_date_of_last_updation_in_gis	Date Last Updated in GIS	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_service_connection	Service Connection	tp_theft?	Theft?	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_max_load_for_last_month	Max Load for Last Month	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_service_connection	Service Connection	tp_date_of_bill_payement	Date of Bill Payement	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_service_connection	Service Connection	tp_scada_monitor_id	SCADA Monitor ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_phase_connection_in_fg	Phase Connection in FG	dd_phys_field	No	No	No	Yes	,,A,AB,ABC,ABCN,ABCNE,ABN,ABNE,AC,ACB,ACBN,ACN,ACNE,AN,ANE,B,BA,BAC,BACN,BAN,BC,BCA,BCAN,BCN,BCNE,BN,BNE,BR,C,CA,CAB,CABN,CAN,CB,CBA,CBAN,CBN,CN,CNE,Earth,Neutral,Neutral-Earth,Not Applicable,R,RB,RY,RYB,RYBN,Static,Unknown,Y,YB	NA	Yes	10
Equipment	eo_service_connection	Service Connection	tp_category	Category	dd_phys_field	No	No	No	Yes	,,Agriculture,DOM,GP,Industrial,KTJ,Public Utility,SPP,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_peak_load	Peak Load	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_service_connection	Service Connection	tp_scada_control_id	SCADA Control ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_billing_status	Billing Status	dd_phys_field	No	No	No	Yes	,,Average billed,Bounced cheque,Not billed,Provisional Billed,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_customer_mobile_number	Customer Mobile Number	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	phasing	Phasing	dd_phys_field	No	No	No	Yes	,,A,AB,ABC,ABCN,ABCNE,ABN,ABNE,AC,ACB,ACBN,ACN,ACNE,AN,ANE,B,BA,BAC,BACN,BAN,BC,BCA,BCAN,BCN,BCNE,BN,BNE,BR,C,CA,CAB,CABN,CAN,CB,CBA,CBAN,CBN,CN,CNE,Earth,Neutral,Neutral-Earth,Not Applicable,R,RB,RY,RYB,RYBN,Static,Unknown,Y,YB	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_pin_code	Pin Code	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_service_connection	Service Connection	tp_building_reference_number	Building Reference Number	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_bill_shown	Bill Shown	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_landmark	Landmark	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_sub_locality	Sub Locality	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_maximum_demand	Maximum Demand	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_service_connection	Service Connection	tp_payment_due_date	Payment Due Date	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_service_connection	Service Connection	max_gen_capacity	Max Generation Capacity	dd_derived_field	No	No	No	No		float	No	10
Equipment	eo_service_connection	Service Connection	tp_data_updated_by_in_gis	Data Updated By in GIS	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_city	City	dd_phys_field	No	No	No	Yes	,,Others,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Equipment	eo_service_connection	Service Connection	tp_old_account_number	Old Account Number	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_lifecycle_status	Lifecycle Status	dd_phys_field	No	No	No	Yes	,Abandoned,Existing,Inactive,Proposed Abandon,Proposed Install,Proposed Relocate,Proposed Remove,Proposed Replace,Removed,Temporary	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_company_id	Company ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_sap_id	SAP ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	12
Equipment	eo_service_connection	Service Connection	tp_phone_number	Phone Number	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_surveyor_remark_id	Tp Surveyor Remark Id	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_service_connection	Service Connection	tp_new_account_number	New Account Number	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_category_in_fg	Category in FG	dd_phys_field	No	No	No	Yes	,,Agriculture,DOM,GP,Industrial,KTJ,Public Utility,SPP,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	connection_type	Connection Type	dd_phys_field	No	No	No	Yes	,,Commercial,EV Charging,Photovoltaic,Residential,Street Furniture,Street Lighting,Unknown,Wind	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_circle_code	Circle Code	dd_phys_field	No	No	No	Yes	,,0,21,29,31,34,35,71,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_treat_as_billing_address?	Treat As Billing Address?	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_service_connection	Service Connection	service_point	Service Point	dd_join_field	No	Service Point	1:n	No		NA	Yes	20
Equipment	eo_service_connection	Service Connection	tp_address_not_located?	Address not located?	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_address	Address	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_cyme_id	CYME Id	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_sc_number	Sc Number	dd_phys_field	No	No	No	No		ds_char16_vector	No	12
Equipment	eo_service_connection	Service Connection	tp_previous_month_consumtion	Prev Month Consumtion	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_service_connection	Service Connection	tp_phase	Phase	dd_phys_field	No	No	No	Yes	,,A,AB,ABC,ABCN,ABCNE,ABN,ABNE,AC,ACB,ACBN,ACN,ACNE,AN,ANE,B,BA,BAC,BACN,BAN,BC,BCA,BCAN,BCN,BCNE,BN,BNE,BR,C,CA,CAB,CABN,CAN,CB,CBA,CBAN,CBN,CN,CNE,Earth,Neutral,Neutral-Earth,Not Applicable,R,RB,RY,RYB,RYBN,Static,Unknown,Y,YB	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_connected_pole	Survey Connected Pole	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_data_collected_by	Data Collected By	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_meter_availability	Meter Availability	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_section_code	Section Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_section_name	Section Name	dd_phys_field	No	No	No	Yes	,,Eso Adaba,Eso Ambapua,Eso Aska-1,Eso B.Singipur,Eso Badagada,Eso Baipariguda,Eso Balimela,Eso Balipadar,Eso Balisira,Eso Balliguda,Eso Bandhugaon,Eso Baunsuni,Eso Beguniapada,Eso Belaguntha,Eso Bhejiput,Eso Bijipur,Eso Bissam Ctc,Eso Bomakei,Eso Boriguma,Eso Boudh,Eso Budhaamba,Eso Buguda,Eso Chandahandi,Eso Chandragiri,Eso Chatrapur-i,Eso Chatrapur-ii,Eso Chikiti,Eso Chirikipada,Eso Dabugaon,Eso Daringibadi,Eso Dharakote,Eso Digapahandi,Eso E S O-i,Eso E S O-ii,Eso E.s.o.no.1,Eso E.s.o.no.2,Eso E.s.o.no.3,Eso G.nuagam-2,Eso G.udayagiri,Eso Gandhinagar,Eso Ganjam,Eso Garabandha,Eso Golanthara,Eso Gopalpur,Eso Gudari,Eso Gumma,Eso Gumuda,Eso Gunupur,Eso Gunupur Rural,Eso Head Quarter,Eso Hinjilicut,Eso J N Prasad,Eso J.k.pur,Eso Jagapur,Eso Jharigam,Eso Jyp No.1,Eso Jyp No.2,Eso Jyp No.3,Eso K B Pur,Eso K S Nagar,Eso Kakiriguma,Eso Kalimela,Eso Kanchuru,Eso Kanisi,Eso Kanteipally,Eso Kasinagar,Eso Kasipur,Eso Keshpur,Eso Khajuripada,Eso Khajuripada-i,Eso Khallikote,Eso Kodala,Eso Konkarada,Eso Koraput Sec-i,Eso Koraput Sec-ii,Eso Kosagumuda,Eso Kotpad,Eso Kukudakhandi,Eso Kundra,Eso Lanjipalli,Eso Lathi,Eso Laxmipur,Eso Luchapada,Eso Malkangiri,Eso Malud,Eso Manamunda,Eso Mathili,Eso Medical,Eso Mohana,Eso Muniguda,Eso Nabarangapur,Eso Nabarangpur Rural,Eso Nandapur,Eso Nuagam-i,Eso Nuagam-ii,Eso Nuapada,Eso P S Pur,Eso Padmapur,Eso Papadahandi,Eso Parlakhemundi,Eso Parlakhemundi Rural,Eso Patrapur,Eso Pattangi,Eso Pattapur,Eso Phiringai,Eso Phulbani,Eso Pitala,Eso Polosara,Eso Pudamari,Eso Purunakatak,Eso R.Udaygiri,Eso Raigada,Eso Raighar,Eso Raikia,Eso Rambha,Eso Ramnaguda,Eso Randhapalli,Eso Rayagada Rural,Eso Rayagada-1,Eso Rayagada-2,Eso Sheragada,Eso Sikarpai,Eso Similiguda,Eso Soroda,Eso Sunabeda,Eso Surangi,Eso T Khunti,Eso Taratarini,Eso Therubali,Eso Tikabali,Eso Tilisingi,Eso Tumudibandha,Eso Umerkote,Eso University,Eso Upalada,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	type	Type	dd_derived_field	No	No	No	Yes	,,Commercial,EV Charging,Photovoltaic,Residential,Street Furniture,Street Lighting,Unknown,Wind	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_neighbouring_pole	Neighbouring Pole	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_sub_division_name	Sub Division Name	dd_phys_field	No	No	No	Yes	,,Aska,Balimela,Balliguda,Belaguntha,Bhanjanagar-i,Bhanjanagar-ii,Bijipur,Bijipur-Industrial,Bissam Cuttack,Boriguma,Boudh,Buguda,Chatrapur,Chikiti,Digapahandi,G UDAYAGIRI,Gopalpur,Gumuda,Gunupur,Hinjilicut,Jeypore Sdo-i,Jeypore Sdo-ii,K S Nagar,Kanisi,Kasinagar,Khallikote,Kodala,Koraput,Laxmipur,Malkangiri,Manamunda,Mohana,Nawarangpur,Nuagaon,P S Pur,Papadahandi,Parlakhemundi,Phulbani,Polasara,R.udayagiri,Rambha,Rayagada,Sheragada,Soroda,Sub.div.no-2,Sub.division No-1,Sub.division No-2,Sub.division No-3,Sunabeda,Theruballi,Umarkot,Unknown,Uppalada	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_meter_sequence_no	Meter Sequence No	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_service_connection	Service Connection	tp_vigilance_case?	Vigilance Case?	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_time_of_data_collection	Time of data collection	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	default_class	Default Class	dd_phys_field	No	No	No	Yes	,,Commercial Type 1,Commercial Type 2,Industrial,Other,Residential Type 1,Residential Type 2,Residential Type 3,Residential Type 4,Traffic Signal,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_bypass	Bypass?	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_emial	Email	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	critical_customer	Critical Customer	dd_derived_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_remarks_id	Tp Remarks Id	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_service_connection	Service Connection	tp_pdc_date	PDC Date	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_service_connection	Service Connection	tp_fg_consumer_match?	FG Consumer match?	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_service_connection	Service Connection	meter	Meter	dd_join_field	No	Meter	0:0	No		NA	No	20
Equipment	eo_service_connection	Service Connection	tp_pdc_reason	PDC Reason	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_mru	MRU	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_service_connection	Service Connection	gen_capacity	Generation Capacity	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_service_connection	Service Connection	tp_ea_equipment_id	EA Equipment ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	service_point_id	Service Point Id	dd_phys_field	No	No	No	No		integer	Yes	10
Equipment	eo_service_connection	Service Connection	tp_work_order_id	Work Order ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	64
Equipment	eo_service_connection	Service Connection	tp_defaulter?	Defaulter?	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_date_of_creation_in_gis	Date of Creation in GIS	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_service_connection	Service Connection	tp_ward_code	Ward Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	usage	Usage	dd_derived_field	No	No	No	Yes	,Both,Demand,Generation,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_date_of_last_maintenance	Date of Last Maintenance	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_service_connection	Service Connection	premise_id	Premise ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Equipment	eo_service_connection	Service Connection	tp_migration_unique_id	Migration Unique Id	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_service_connection	Service Connection	tp_bill_delivered?	Bill Delivered?	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_division_code	Division Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Equipment	eo_service_connection	Service Connection	tp_division_name	Division Name	dd_phys_field	No	No	No	Yes	,,Aska-i,Aska-ii,Bed-2,Berhampur-i,Berhampur-iii,Bhanja Nagar,Boudh,Digapahandi,Ganjam North,Ganjam South,Gunupur,Hinjilicut,Jeypore,Koraput,Malkangiri,Nawarangpur,Parlakshemundi,Phulbani,Purusottampur,Raygada,Unknown	NA	No	10
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	date_installed	Date Installed	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	manufacturer	Manufacturer	dd_phys_field	No	No	No	Yes	,,ABB,Avon,Bell Lumber,Bentex Linger Switchgear,Bharat Heavy Electricals,Capital Meters,ECE,Elymer Electrics,GEC Alsthom,General Electric,Genus Infrastructures,Havells,Himachal Energy,Hpl Electric & Power,Indotech Switchgear & Controls (Delhi),International Paper,J.H. Baxter,Jaipur Electronics,Jnj Powercom,Juvas,Koppers,L.D. McFarland,Landis & Gyr,Larsen & Toubro,Montel Limited,North Pacfic Lumber,Oeser,Other,Palmohan,Pole Star,Powertech,Secure Meter,SquareD,Stella-Jones,Suzhou Power Meter,Taylor Lumber,Unknown,Visiontek,Westinghouse,Weyerhaeuser,ZEN	NA	No	10
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	device_type	Device Type	dd_phys_field	No	No	No	Yes	,,Unknown	NA	No	10
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	owner_type	Owner Type	dd_phys_field	No	No	No	Yes	,,Company Owned,Customer,Customer Owned,Electric Utility-TPSODL,Foreign Owned,Other Utility Owned,Unknown	NA	Yes	16
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	specification	Specification	dd_join_field	No	Isolating Equipment Controller Spec	0:n	No		NA	No	20
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	operational_mode	Operational Mode	dd_phys_field	No	No	No	Yes	,Automatic,Local,Remote,Unknown	NA	Yes	10
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	specification_description	Specification Description	dd_derived_field	No	No	No	No		ds_char16_vector	No	10
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	serial_number	Serial Number	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	status	Lifecycle Status	dd_phys_field	No	No	No	Yes	,Abandoned,Existing,Inactive,Proposed Abandon,Proposed Install,Proposed Relocate,Proposed Remove,Proposed Replace,Removed,Temporary	NA	Yes	10
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	owner_name	Owner Name	dd_phys_field	No	No	No	Yes	,,Cable Company,Customer,Electric Utility,Telephone Company,Unknown	NA	No	10
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	equipment	Equipment	dd_join_field	No	Isolating Equipment	0:n	No		NA	No	20
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	asset_id	Asset ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	36
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	embedded_ind	Embedded	dd_derived_field	No	No	No	Yes	,,No,Unknown,Yes	NA	No	9
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	alias	Alias	dd_phys_field	No	No	No	No		ds_char16_vector	No	64
Equipment	eo_isolating_eqpt_controller	Isolating Equipment Controller	name	Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	64
Equipment	eo_energy_source	Energy Source	tp_section_code	Section Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	location_hv	HV Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Equipment	eo_energy_source	Energy Source	tp_input_voltage	Input Voltage	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_energy_source	Energy Source	feeding_section	Feeding Section	dd_join_field	No	Circuit Section	M:N	No		NA	No	20
Equipment	eo_energy_source	Energy Source	tp_maximum_operating_temperature	Max Operating Temperature	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_energy_source	Energy Source	apparent_power_capacity	Apparent Power Capacity	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_energy_source	Energy Source	circuit_source_stopper	Circuit Source/Stopper	dd_join_field	No	Circuit Source	0:0	No		NA	No	20
Equipment	eo_energy_source	Energy Source	annotation	Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	status	Lifecycle Status	dd_phys_field	No	No	No	Yes	,Abandoned,Existing,Inactive,Proposed Abandon,Proposed Install,Proposed Relocate,Proposed Remove,Proposed Replace,Removed,Temporary	NA	Yes	10
Equipment	eo_energy_source	Energy Source	nominal_voltage_pp	Nominal Voltage (P-P)	dd_phys_field	No	No	No	Yes	,0.000 V,110.000 V,120.000 V,208.000 V,220.000 V,230.000 V,240.000 V,415.000 V,2.400 kV,4.160 kV,6.600 kV,8.000 kV,11.000 kV,12.470 kV,23.900 kV,33.000 kV,66.000 kV,115.000 kV,132.000 kV,220.000 kV,433.000 kV	NA	No	10
Equipment	eo_energy_source	Energy Source	tp_locality	Locality	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	annotation_lv	LV Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	tp_scada_monitor_id	SCADA Monitor ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	12
Equipment	eo_energy_source	Energy Source	tp_ward_code	Ward Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	tp_pin_code	Pin Code	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_energy_source	Energy Source	tp_sub_division_code	Sub Division Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	network_type	Network Type	dd_phys_field	No	No	No	Yes	,,EHV,HV,LV,MV,Substation	NA	Yes	10
Equipment	eo_energy_source	Energy Source	source_data	Source Data	dd_phys_field	No	No	No	No		ds_char16_vector	No	6
Equipment	eo_energy_source	Energy Source	tp_output_current	Output Current	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_energy_source	Energy Source	remarks_id	remarks_id	dd_phys_field	No	No	No	No		integer	Yes	10
Equipment	eo_energy_source	Energy Source	tp_surveyor_remark_id	Tp Surveyor Remark Id	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_energy_source	Energy Source	tp_city	City	dd_phys_field	No	No	No	Yes	,,Others,Unknown	NA	No	10
